from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U142Z301,U142Z301,2,240,,,0
U480Z301,U480Z301,2,180,,,0
U2816Z301,U2816Z301,2,120,,,0
U458Z301,U458Z301,2,120,,,0
U2236Z301,U2236Z301,2,120,,,0
U463Z301,U463Z301,2,120,,,0
U2848Z301,U2848Z301,2,120,,,0
U134Z301,U134Z301,2,120,,,0
U474Z301,U474Z301,2,120,,,0
U115Z301,U115Z301,2,120,,,0
U2781Z301,U2781Z301,2,120,,,0
U818Z301,U818Z301,2,120,,,0
U1383Z301,U1383Z301,2,120,,,0
U142Z301,U142Z101P,2,300,,,0
U142Z101P,U142Z301,2,300,,,0
U142Z301,U142Z102P,2,300,,,0
U142Z102P,U142Z301,2,300,,,0
U458Z301,U458Z101P,2,180,,,0
U458Z101P,U458Z301,2,180,,,0
U458Z301,U458Z102P,2,180,,,0
U458Z102P,U458Z301,2,180,,,0
U458Z301,U458Z1P,2,180,,,0
U458Z1P,U458Z301,2,180,,,0
U458Z301,U458Z10P,2,180,,,0
U458Z10P,U458Z301,2,180,,,0
U458Z301,U458Z11P,2,180,,,0
U458Z11P,U458Z301,2,180,,,0
U458Z301,U458Z11,2,180,,,0
U458Z11,U458Z301,2,180,,,0
U458Z301,U458Z12,2,180,,,0
U458Z12,U458Z301,2,180,,,0
U458Z301,U458Z13P,2,180,,,0
U458Z13P,U458Z301,2,180,,,0
U458Z301,U458Z13,2,180,,,0
U458Z13,U458Z301,2,180,,,0
U458Z301,U458Z16,2,180,,,0
U458Z16,U458Z301,2,180,,,0
U458Z301,U458Z17P,2,180,,,0
U458Z17P,U458Z301,2,180,,,0
U458Z301,U458Z17,2,180,,,0
U458Z17,U458Z301,2,180,,,0
U458Z301,U458Z2P,2,180,,,0
U458Z2P,U458Z301,2,180,,,0
U458Z301,U458Z7,2,180,,,0
U458Z7,U458Z301,2,180,,,0
U458Z301,U458Z8P,2,180,,,0
U458Z8P,U458Z301,2,180,,,0
U458Z301,U458Z9P,2,180,,,0
U458Z9P,U458Z301,2,180,,,0
U336Z1,U336Z1P,1,,959_31_260101,903_73_250715,600
U651Z2P,U651Z5P,1,,93_1661_251110,903_100_251112,600
U651Z2P,U651Z5P,1,,93_1656_251110,903_101_251112,600
U97Z1P,U97Z2P,1,,109_1121_241216,163_1154_260101,120
U97Z1P,U97Z2P,1,,109_241_251004,163_1154_260101,120
U28Z1P,U28Z1P,1,,221_1545_251220,163_1154_260101,180
U28Z1P,U28Z1P,1,,221_2169_260112,163_1154_260101,180
U28Z2P,U28Z2P,1,,221_1546_251220,163_1123_260101,180
U1071Z3P,U1071Z3P,1,,909_271_251110,916_175_260101,180
U1071Z3P,U1071Z3P,1,,909_264_251110,916_177_260101,600
U97Z1P,U97Z2P,1,,109_820_240701,163_1136_260101,120
U97Z1P,U97Z2P,1,,109_1042_251004,163_1136_260101,120
U28Z1P,U28Z1P,1,,221_1519_251220,163_1136_260101,180
U28Z1P,U28Z1P,1,,221_2140_260112,163_1136_260101,180
U28Z2P,U28Z2P,1,,221_1520_251220,163_1155_260101,180
U97Z1P,U97Z2P,1,,109_253_250929,163_1156_260101,120
U28Z1P,U28Z1P,1,,221_1547_251220,163_1156_260101,180
U28Z1P,U28Z1P,1,,221_2171_260112,163_1156_260101,180
U28Z2P,U28Z2P,1,,221_1544_251220,163_1121_260101,180
U97Z1P,U97Z2P,1,,109_1157_241221,163_1122_260101,120
U28Z1P,U28Z1P,1,,221_1494_251220,163_1122_260101,180
U28Z1P,U28Z1P,1,,221_2195_260112,163_1122_260101,180
U28Z2P,U28Z2P,1,,221_1495_251220,163_1174_260101,180
U97Z1P,U97Z2P,1,,109_270_250929,163_1175_260101,120
U28Z1P,U28Z1P,1,,221_1523_251220,163_1175_260101,180
U28Z1P,U28Z1P,1,,221_2173_260112,163_1175_260101,180
U28Z2P,U28Z2P,1,,221_1491_251220,163_1187_260102,180
U28Z2P,U28Z2P,1,,221_1493_251220,163_1137_260101,180
U97Z1P,U97Z2P,1,,109_1083_250929,163_1138_260101,120
U28Z1P,U28Z1P,1,,221_1496_251220,163_1138_260101,180
U28Z1P,U28Z1P,1,,221_2144_260112,163_1138_260101,180
U28Z2P,U28Z2P,1,,221_1518_251220,163_1172_260101,180
U28Z2P,U28Z2P,1,,163_1186_260102,209_1962_260102,180
U461Z301,U461Z2P,1,,1309_2515_251215,209_1589_260102,300
U461Z301,U461Z2P,1,,1309_2512_251215,209_1589_260102,300
U461Z301,U461Z2P,1,,1309_2527_251214,209_1591_260102,600
U461Z301,U461Z2P,1,,1309_2537_251214,209_1593_260102,600
U461Z301,U461Z2P,1,,1309_2547_251215,209_1595_260102,300
U461Z301,U461Z2P,1,,1309_2561_251215,209_1597_260102,300
U461Z301,U461Z2P,1,,1309_9165_251214,209_1599_260101,600
U461Z301,U461Z2P,1,,1309_2509_251214,209_1601_260102,300
U461Z301,U461Z2P,1,,1309_2521_251215,209_1603_260102,300
U461Z301,U461Z2P,1,,1309_2531_251214,209_1605_260102,600
U461Z301,U461Z2P,1,,1309_2541_251214,209_1607_260102,600
U461Z301,U461Z2P,1,,1309_2555_251215,209_1609_260102,300
U461Z301,U461Z2P,1,,1309_2567_251214,209_1611_260101,600
U461Z301,U461Z2P,1,,1309_9169_251214,209_1613_260102,600
U461Z301,U461Z2P,1,,1309_2513_251214,209_1615_260102,300
U461Z301,U461Z2P,1,,1309_2525_251214,209_1617_260102,600
U461Z301,U461Z2P,1,,1309_2535_251214,209_1619_260102,600
U461Z301,U461Z2P,1,,1309_2545_251214,209_1621_260102,300
U461Z301,U461Z2P,1,,1309_2557_251215,209_1623_260102,300
U97Z1P,U97Z2P,1,,109_1081_250929,163_1173_260101,120
U28Z1P,U28Z1P,1,,221_1521_251220,163_1173_260101,180
U28Z1P,U28Z1P,1,,221_2142_260112,163_1173_260101,180
U28Z2P,U28Z2P,1,,221_1522_251220,163_1157_260101,180
U97Z1P,U97Z2P,1,,109_306_250929,163_1030_260101,120
U28Z1P,U28Z1P,1,,221_1320_251220,163_1030_260101,180
U28Z1P,U28Z1P,1,,221_2146_260112,163_1030_260101,180
U461Z301,U461Z2P,1,,1309_2507_251215,209_1625_260102,300
U461Z301,U461Z2P,1,,1309_2517_251215,209_1627_260102,300
U461Z301,U461Z2P,1,,1309_2553_251215,209_1630_260102,300
U461Z301,U461Z2P,1,,1309_2565_251215,209_1632_260102,600
U461Z301,U461Z2P,1,,1309_2519_251215,209_1633_260102,300
U461Z301,U461Z2P,1,,1309_2529_251214,209_1635_260102,600
U461Z301,U461Z2P,1,,1309_2549_251215,209_1637_260102,300
U461Z301,U461Z2P,1,,1309_2559_251215,209_1639_260102,300
U461Z301,U461Z2P,1,,1309_2539_251214,209_1640_260102,600
U461Z301,U461Z2P,1,,1309_2551_251215,209_1642_260102,300
U461Z301,U461Z2P,1,,1309_2563_251215,209_1644_260102,600
U461Z301,U461Z2P,1,,1309_2511_251215,209_1646_260102,300
U461Z301,U461Z2P,1,,1309_2523_251214,209_1648_260102,600
U461Z301,U461Z2P,1,,1309_2533_251214,209_1650_260102,600
U461Z301,U461Z2P,1,,1309_2543_251215,209_1652_260102,300
U454Z301,U454Z3P,1,,1301_8603_251215,221_1549_260105,300
U454Z301,U454Z3P,1,,1301_8605_251215,221_1550_260105,300
U454Z301,U454Z3P,1,,1301_8607_251215,221_1551_260105,300
U454Z301,U454Z3P,1,,1301_8609_251215,221_1552_260105,300
U454Z301,U454Z3P,1,,1301_8611_251215,221_1613_260105,300
U454Z301,U454Z3P,1,,1301_8613_251215,221_1614_260105,300
U454Z301,U454Z3P,1,,1301_8615_251215,221_1615_260105,300
U454Z301,U454Z2P,1,,1301_9323_251214,210_272_241216,1200
U454Z301,U454Z2P,1,,1301_9325_251214,210_274_241216,1200
U454Z301,U454Z2P,1,,1301_9327_251214,210_276_241216,1200
U454Z301,U454Z2P,1,,1301_9329_251215,210_278_241216,600
U454Z301,U454Z2P,1,,1301_8625_251215,210_280_241216,600
U454Z301,U454Z2P,1,,1301_9331_251215,210_282_241216,600
U454Z301,U454Z2P,1,,1301_9333_251215,210_284_241216,600
U454Z301,U454Z2P,1,,1301_9335_251215,210_286_241216,600
U454Z301,U454Z2P,1,,1301_9337_251215,210_288_241216,600
U454Z301,U454Z2P,1,,1301_9339_251215,210_290_241216,600
U454Z301,U454Z2P,1,,1301_9341_251215,210_292_241216,600
U454Z301,U454Z2P,1,,1301_9343_251215,210_294_241216,600
U454Z301,U454Z2P,1,,1301_9345_251215,210_296_241216,600
U454Z301,U454Z2P,1,,1301_9347_251215,210_298_241216,600
U454Z301,U454Z2P,1,,1301_9349_251215,210_300_241216,600
U454Z301,U454Z2P,1,,1301_9351_251215,210_302_241216,600
U454Z301,U454Z2P,1,,1301_9353_251215,210_304_241216,600
U454Z301,U454Z2P,1,,1301_9355_251215,210_306_241216,1200
U454Z301,U454Z2P,1,,1301_9357_251215,210_308_241216,1200
U454Z301,U454Z3P,1,,1301_8611_251215,212_557_260105,300
U454Z301,U454Z3P,1,,1301_9321_251214,212_491_251220,300
U454Z301,U454Z3P,1,,1301_9321_251215,212_491_251220,300
U454Z301,U454Z3P,1,,1301_8617_251214,212_493_251220,300
U454Z301,U454Z3P,1,,1301_8617_251215,212_493_251220,300
U454Z301,U454Z3P,1,,1301_9323_251214,212_495_251220,300
U454Z301,U454Z3P,1,,1301_8619_251214,212_497_251220,300
U454Z301,U454Z3P,1,,1301_9325_251214,212_499_251220,300
U454Z301,U454Z3P,1,,1301_8621_251214,212_501_251220,300
U454Z301,U454Z3P,1,,1301_9327_251214,212_503_251220,300
U454Z301,U454Z3P,1,,1301_8623_251214,212_505_251220,300
U454Z301,U454Z3P,1,,1301_9329_251214,212_507_251220,300
U454Z301,U454Z3P,1,,1301_9329_251215,212_507_251220,300
U454Z301,U454Z3P,1,,1301_8625_251214,212_509_251220,300
U454Z301,U454Z3P,1,,1301_8625_251215,212_509_251220,300
U454Z301,U454Z3P,1,,1301_9331_251215,212_511_251220,300
U454Z301,U454Z3P,1,,1301_9331_251214,212_511_251220,300
U454Z301,U454Z3P,1,,1301_9333_251215,212_513_251220,300
U454Z301,U454Z3P,1,,1301_9333_251214,212_513_251220,300
U454Z301,U454Z3P,1,,1301_9335_251214,212_515_251220,300
U454Z301,U454Z3P,1,,1301_9335_251215,212_515_251220,300
U454Z301,U454Z3P,1,,1301_9337_251215,212_517_251220,300
U454Z301,U454Z3P,1,,1301_9337_251214,212_517_251220,300
U454Z301,U454Z3P,1,,1301_9339_251214,212_519_251220,300
U454Z301,U454Z3P,1,,1301_9339_251215,212_519_251220,300
U454Z301,U454Z3P,1,,1301_9353_251215,212_527_251220,300
U454Z301,U454Z3P,1,,1301_9353_251214,212_527_251220,300
U454Z301,U454Z3P,1,,1301_9355_251214,212_529_251220,300
U454Z301,U454Z3P,1,,1301_9355_251215,212_529_251220,300
U454Z301,U454Z3P,1,,1301_8651_251214,212_531_251220,300
U454Z301,U454Z3P,1,,1301_8651_251215,212_531_251220,300
U454Z301,U454Z3P,1,,1301_9357_251214,212_533_251220,300
U454Z301,U454Z3P,1,,1301_9357_251215,212_533_251220,300
U454Z301,U454Z3P,1,,1301_8653_251214,212_535_251220,300
U454Z301,U454Z3P,1,,1301_9359_251214,212_537_251220,300
U454Z301,U454Z3P,1,,1301_8655_251214,212_539_251220,300
U454Z301,U454Z3P,1,,1301_9309_251215,221_1594_251222,300
U454Z301,U454Z3P,1,,1301_9315_251215,221_1596_251222,300
U28Z2P,U28Z2P,1,,163_1172_260101,221_1518_251220,180
U28Z1P,U28Z1P,1,,163_1136_260101,221_1519_251220,180
U454Z301,U454Z3P,1,,1301_8653_251214,221_1519_251220,600
U28Z2P,U28Z2P,1,,163_1155_260101,221_1520_251220,180
U28Z1P,U28Z1P,1,,163_1173_260101,221_1521_251220,180
U454Z301,U454Z3P,1,,1301_9361_251214,221_1521_251220,600
U28Z2P,U28Z2P,1,,163_1157_260101,221_1522_251220,180
U28Z1P,U28Z1P,1,,163_1175_260101,221_1523_251220,180
U454Z301,U454Z3P,1,,1301_8659_251214,221_1523_251220,600
U454Z301,U454Z3P,1,,1301_9307_251215,221_1497_251222,180
U454Z301,U454Z3P,1,,1301_9311_251215,221_1554_251222,300
U28Z2P,U28Z2P,1,,163_1121_260101,221_1544_251220,180
U28Z1P,U28Z1P,1,,163_1154_260101,221_1545_251220,180
U454Z301,U454Z3P,1,,1301_9359_251214,221_1545_251220,600
U28Z2P,U28Z2P,1,,163_1123_260101,221_1546_251220,180
U28Z1P,U28Z1P,1,,163_1156_260101,221_1547_251220,180
U454Z301,U454Z3P,1,,1301_8657_251214,221_1547_251220,600
U28Z1P,U28Z1P,1,,163_1030_260101,221_1320_251220,180
U454Z301,U454Z3P,1,,1301_9301_251213,221_1320_251220,600
U454Z301,U454Z3P,1,,1301_9313_251215,221_1574_251222,300
U28Z2P,U28Z2P,1,,163_1187_260102,221_1491_251220,180
U28Z2P,U28Z2P,1,,163_1185_260101,221_1491_251220,180
U454Z301,U454Z3P,1,,1301_9357_251215,221_1492_251222,600
U28Z2P,U28Z2P,1,,163_1137_260101,221_1493_251220,180
U28Z1P,U28Z1P,1,,163_1122_260101,221_1494_251220,180
U454Z301,U454Z3P,1,,1301_8655_251214,221_1494_251220,600
U28Z2P,U28Z2P,1,,163_1174_260101,221_1495_251220,180
U28Z1P,U28Z1P,1,,163_1138_260101,221_1496_251220,180
U454Z301,U454Z3P,1,,1301_9363_251214,221_1496_251220,600
U454Z301,U454Z3P,1,,1301_9363_251215,221_1496_251220,600
U454Z301,U454Z2P,1,,1301_8605_251215,210_323_250401,600
U454Z301,U454Z2P,1,,1301_8611_251215,210_266_241216,600
U454Z301,U454Z2P,1,,1301_8613_251215,210_268_241216,600
U454Z301,U454Z2P,1,,1301_8615_251215,210_270_241216,600
U454Z301,U454Z3P,1,,1301_8629_251215,221_1616_260105,600
U454Z301,U454Z3P,1,,1301_8631_251215,221_1618_260105,600
U454Z301,U454Z3P,1,,1301_8633_251215,221_1620_260105,600
U454Z301,U454Z3P,1,,1301_8635_251215,221_1622_260105,600
U454Z301,U454Z3P,1,,1301_8637_251215,221_1624_260105,600
U454Z301,U454Z3P,1,,1301_8639_251215,221_1626_260105,600
U454Z301,U454Z3P,1,,1301_8641_251215,221_1628_260105,600
U454Z301,U454Z3P,1,,1301_8643_251215,221_1630_260105,600
U454Z301,U454Z3P,1,,1301_8645_251215,221_1632_260105,600
U454Z301,U454Z3P,1,,1301_8647_251215,221_1634_260105,600
U454Z301,U454Z3P,1,,1301_8649_251215,221_1636_260105,600
U651Z2P,U651Z5P,1,,93_1658_251110,903_102_251112,600
U651Z2P,U651Z5P,1,,93_1659_251110,903_80_251112,600
U461Z301,U461Z2P,1,,1309_2521_251215,228_835_260102,300
U461Z301,U461Z2P,1,,1309_2529_251214,228_837_260102,300
U461Z301,U461Z2P,1,,1309_2537_251214,228_839_260102,300
U461Z301,U461Z2P,1,,1309_2545_251214,228_841_260102,300
U461Z301,U461Z2P,1,,1309_2553_251215,228_843_260102,300
U461Z301,U461Z2P,1,,1309_2561_251215,228_845_260102,300
U461Z301,U461Z2P,1,,1309_2569_251214,228_847_260101,300
U461Z301,U461Z2P,1,,1309_2573_251214,228_849_260101,300
U461Z301,U461Z2P,1,,1309_2525_251214,228_854_260102,300
U461Z301,U461Z2P,1,,1309_2533_251214,228_856_260102,300
U461Z301,U461Z2P,1,,1309_2541_251214,228_858_260102,300
U461Z301,U461Z2P,1,,1309_2549_251215,228_860_260102,300
U461Z301,U461Z2P,1,,1309_2557_251215,228_862_260102,300
U461Z301,U461Z2P,1,,1309_2565_251215,228_864_260102,300
U461Z301,U461Z2P,1,,1309_2571_251214,228_866_260101,300
U461Z301,U461Z2P,1,,1309_2577_251214,228_868_260101,300
U461Z301,U461Z2P,1,,1309_2543_251215,228_873_260102,300
U461Z301,U461Z2P,1,,1309_2551_251215,228_875_260102,300
U461Z301,U461Z2P,1,,1309_2559_251215,228_877_260102,300
U461Z301,U461Z2P,1,,1309_2539_251214,228_140_260102,300
U461Z301,U461Z2P,1,,1309_2547_251215,228_883_260102,300
U461Z301,U461Z2P,1,,1309_2555_251215,228_885_260102,300
U461Z301,U461Z2P,1,,1309_2563_251215,228_887_260102,300
U107Z1P,U107Z1P,1,,228_838_260102,240_2598_250512,120
U107Z1P,U107Z1P,1,,228_894_260101,240_2598_250512,120
U107Z1P,U107Z1P,1,,228_867_260101,240_2604_250512,120
U902Z3P,U902Z2P,1,,907_440_251102,917_84_241106,360
U902Z3P,U902Z2P,1,,907_454_251124,917_85_241106,360
U902Z3P,U902Z2P,1,,907_453_251124,917_86_241106,360
U902Z3P,U902Z2P,1,,907_452_251124,917_87_241106,360
U107Z1P,U107Z1P,1,,228_855_260102,240_2606_250512,120
U107Z1P,U107Z1P,1,,228_907_260101,240_2606_250512,120
U107Z1P,U107Z1P,1,,228_857_260102,240_2607_250512,120
U107Z1P,U107Z1P,1,,228_909_260101,240_2607_250512,120
U1225Z1P,U1225Z2P,1,,241_2049_260105,243_129_260105,300
U1225Z1P,U1225Z2P,1,,241_2084_260105,242_222_260105,300
U1225Z1P,U1225Z2P,1,,241_2069_260105,243_75_260105,300
U1225Z1P,U1225Z2P,1,,241_2104_260105,242_152_260105,300
U1225Z1P,U1225Z2P,1,,241_2106_260105,243_77_260105,300
U1225Z1P,U1225Z2P,1,,241_2062_260105,242_155_260105,300
U1225Z1P,U1225Z2P,1,,241_2134_260105,243_14_260105,300
U1225Z1P,U1225Z2P,1,,241_2088_260105,242_225_260105,300
U1225Z1P,U1225Z2P,1,,241_2136_260105,243_133_260105,300
U1225Z1P,U1225Z2P,1,,241_2110_260105,242_228_260105,300
U1225Z1P,U1225Z2P,1,,241_2046_260105,243_135_260105,300
U1225Z1P,U1225Z2P,1,,241_2112_260105,242_231_260105,300
U1225Z1P,U1225Z2P,1,,241_2047_260105,243_137_260105,300
U1225Z1P,U1225Z2P,1,,241_2114_260105,242_234_260105,300
U1225Z1P,U1225Z2P,1,,241_2048_260105,243_139_260105,300
U1225Z1P,U1225Z2P,1,,241_2141_260105,242_237_260105,300
U1225Z1P,U1225Z2P,1,,241_2116_260105,243_67_260105,300
U1225Z1P,U1225Z2P,1,,241_2094_260105,242_239_260105,300
U1225Z1P,U1225Z2P,1,,241_2143_260105,243_142_260105,300
U1225Z1P,U1225Z2P,1,,241_2118_260105,242_241_260105,300
U1225Z1P,U1225Z2P,1,,241_2050_251201,243_91_251201,300
U1225Z1P,U1225Z2P,1,,241_1874_241031,242_37_241031,300
U1225Z1P,U1225Z2P,1,,241_2051_251201,243_144_251201,300
U1225Z1P,U1225Z2P,1,,241_2039_260105,243_35_260105,300
U1225Z1P,U1225Z2P,1,,241_2040_260105,243_98_260105,300
U1225Z1P,U1225Z2P,1,,241_2058_260105,242_181_260105,300
U1225Z1P,U1225Z2P,1,,241_2060_260105,243_100_260105,300
U1225Z1P,U1225Z2P,1,,241_2071_260105,242_184_260105,300
U1225Z1P,U1225Z2P,1,,241_2086_260105,243_102_260105,300
U1225Z1P,U1225Z2P,1,,241_2042_260105,242_54_260105,300
U1225Z1P,U1225Z2P,1,,241_2044_260105,243_149_260105,300
U1225Z1P,U1225Z2P,1,,241_2073_260105,242_252_260105,300
U1225Z1P,U1225Z2P,1,,241_2090_260105,243_151_260105,300
U1225Z1P,U1225Z2P,1,,241_2075_260105,242_255_260105,300
U1225Z1P,U1225Z2P,1,,241_2137_260105,243_153_260105,300
U1225Z1P,U1225Z2P,1,,241_2077_260105,242_258_260105,300
U1225Z1P,U1225Z2P,1,,241_2139_260105,243_155_260105,300
U1225Z1P,U1225Z2P,1,,241_2092_260105,242_261_260105,300
U1225Z1P,U1225Z2P,1,,241_2048_260105,242_263_260105,300
U1915Z2,U1915Z1,1,,324_1928_251120,627_86_251120,600
